acronym,name,institution,homepage,description,publications
UMCG_GCC,"University of Groningen, University Medical Center Groningen, Department of Genetics, Genomics Coordnation Center.",UMCG,https://www.rug.nl/research/genetics/genomicscoordinationcentre/?lang=en,"UMCG Genomics Coordination Center (GCC) is a
(inter)national bioinformatics and research IT core facility and big data stewardship hotel
setup between UMC, University and Center for Information Technology (CIT). In
particular relevant, UMCG/Genetics is chair of the BBMRI-NL national node and partner
in ELIXIR-NL.",
